content,score,tokens,tokens_no_stopwords,stemmed_tokens,sentiment_label
sangat membantu sekali ketika mendadak disuruh bos keluar kota hari ini juga dan saya ga tau dimana hotel yang nyaman dan affordable nyari tiket pesawat juga gak panik soalnya tinggal ketik keyword nya hari dan jam berapa bahkan bisa recommend maskapai mana yang lagi promo sangat membantu thanks,5,"['sangat', 'membantu', 'sekali', 'ketika', 'mendadak', 'disuruh', 'bos', 'keluar', 'kota', 'hari', 'ini', 'juga', 'dan', 'saya', 'ga', 'tau', 'dimana', 'hotel', 'yang', 'nyaman', 'dan', 'affordable', 'nyari', 'tiket', 'pesawat', 'juga', 'gak', 'panik', 'soalnya', 'tinggal', 'ketik', 'keyword', 'nya', 'hari', 'dan', 'jam', 'berapa', 'bahkan', 'bisa', 'recommend', 'maskapai', 'mana', 'yang', 'lagi', 'promo', 'sangat', 'membantu', 'thanks']","['membantu', 'mendadak', 'disuruh', 'bos', 'kota', 'ga', 'tau', 'dimana', 'hotel', 'nyaman', 'affordable', 'nyari', 'tiket', 'pesawat', 'gak', 'panik', 'tinggal', 'ketik', 'keyword', 'nya', 'jam', 'recommend', 'maskapai', 'promo', 'membantu', 'thanks']","['bantu', 'dadak', 'suruh', 'bos', 'kota', 'ga', 'tau', 'mana', 'hotel', 'nyaman', 'affordable', 'nyari', 'tiket', 'pesawat', 'gak', 'panik', 'tinggal', 'ketik', 'keyword', 'nya', 'jam', 'recommend', 'maskapai', 'promo', 'bantu', 'thanks']",1
kenapa punyaku nggak bisa buat pesan kereta api di indonesia semuanya jalur luar negeri ,4,"['kenapa', 'punyaku', 'nggak', 'bisa', 'buat', 'pesan', 'kereta', 'api', 'di', 'indonesia', 'semuanya', 'jalur', 'luar', 'negeri']","['punyaku', 'nggak', 'pesan', 'kereta', 'api', 'indonesia', 'jalur', 'negeri']","['punya', 'nggak', 'pesan', 'kereta', 'api', 'indonesia', 'jalur', 'negeri']",1
alhamdulillah semoga sukses trip com rekomendasi untuk layanan cepat dan tdk lemot sukses selalu,5,"['alhamdulillah', 'semoga', 'sukses', 'trip', 'com', 'rekomendasi', 'untuk', 'layanan', 'cepat', 'dan', 'tdk', 'lemot', 'sukses', 'selalu']","['alhamdulillah', 'semoga', 'sukses', 'trip', 'com', 'rekomendasi', 'layanan', 'cepat', 'tdk', 'lemot', 'sukses']","['alhamdulillah', 'moga', 'sukses', 'trip', 'com', 'rekomendasi', 'layan', 'cepat', 'tdk', 'lot', 'sukses']",1
akhirnya refund balik menunggu hampir  bulan,5,"['akhirnya', 'refund', 'balik', 'menunggu', 'hampir', 'bulan']","['refund', 'menunggu']","['refund', 'tunggu']",1
tidak informatif dan mendukung kastemer terutama yg berkaitan pembatalan tiket,1,"['tidak', 'informatif', 'dan', 'mendukung', 'kastemer', 'terutama', 'yg', 'berkaitan', 'pembatalan', 'tiket']","['informatif', 'mendukung', 'kastemer', 'yg', 'berkaitan', 'pembatalan', 'tiket']","['informatif', 'dukung', 'kastemer', 'yg', 'kait', 'batal', 'tiket']",0
test dulu lah kalo jago bintang  nanti,3,"['test', 'dulu', 'lah', 'kalo', 'jago', 'bintang', 'nanti']","['test', 'kalo', 'jago', 'bintang']","['test', 'kalo', 'jago', 'bintang']",0
jangan percaya apps ini banyak penipuan promo tiketnya,1,"['jangan', 'percaya', 'apps', 'ini', 'banyak', 'penipuan', 'promo', 'tiketnya']","['percaya', 'apps', 'penipuan', 'promo', 'tiketnya']","['percaya', 'apps', 'tipu', 'promo', 'tiket']",0
mau beli express gak bisa deket pelabuhan harus jarak klo sangat kecewa,1,"['mau', 'beli', 'express', 'gak', 'bisa', 'deket', 'pelabuhan', 'harus', 'jarak', 'klo', 'sangat', 'kecewa']","['beli', 'express', 'gak', 'deket', 'pelabuhan', 'jarak', 'klo', 'kecewa']","['beli', 'express', 'gak', 'deket', 'labuh', 'jarak', 'klo', 'kecewa']",0
tolong dong segera di proses pengembalian uang saya kalau tidak bekerja sama dengan hotel yg bersangkutan langsung di buat di aplikasi seolah ini kesempatan untuk dapat uang dengan menipu customer agak kecewa si buat teman hati milih aplikasi untuk hotel,1,"['tolong', 'dong', 'segera', 'di', 'proses', 'pengembalian', 'uang', 'saya', 'kalau', 'tidak', 'bekerja', 'sama', 'dengan', 'hotel', 'yg', 'bersangkutan', 'langsung', 'di', 'buat', 'di', 'aplikasi', 'seolah', 'ini', 'kesempatan', 'untuk', 'dapat', 'uang', 'dengan', 'menipu', 'customer', 'agak', 'kecewa', 'si', 'buat', 'teman', 'hati', 'milih', 'aplikasi', 'untuk', 'hotel']","['tolong', 'proses', 'pengembalian', 'uang', 'hotel', 'yg', 'bersangkutan', 'langsung', 'aplikasi', 'kesempatan', 'uang', 'menipu', 'customer', 'kecewa', 'si', 'teman', 'hati', 'milih', 'aplikasi', 'hotel']","['tolong', 'proses', 'kembali', 'uang', 'hotel', 'yg', 'sangkut', 'langsung', 'aplikasi', 'sempat', 'uang', 'tipu', 'customer', 'kecewa', 'si', 'teman', 'hati', 'milih', 'aplikasi', 'hotel']",0
bagaimana cara mengganti tgl lahir penumpang  cuman beda tgl lahir bulan  thn sama apa masi bisa terbang tampa di ubah ,4,"['bagaimana', 'cara', 'mengganti', 'tgl', 'lahir', 'penumpang', 'cuman', 'beda', 'tgl', 'lahir', 'bulan', 'thn', 'sama', 'apa', 'masi', 'bisa', 'terbang', 'tampa', 'di', 'ubah']","['mengganti', 'tgl', 'lahir', 'penumpang', 'cuman', 'beda', 'tgl', 'lahir', 'thn', 'masi', 'terbang', 'tampa', 'ubah']","['ganti', 'tgl', 'lahir', 'tumpang', 'cuman', 'beda', 'tgl', 'lahir', 'thn', 'mas', 'terbang', 'tampa', 'ubah']",1
bagus harga bersaing,5,"['bagus', 'harga', 'bersaing']","['bagus', 'harga', 'bersaing']","['bagus', 'harga', 'saing']",1
memudahkan pencarian tiket n diskon paling mede dr provider lain,5,"['memudahkan', 'pencarian', 'tiket', 'n', 'diskon', 'paling', 'mede', 'dr', 'provider', 'lain']","['memudahkan', 'pencarian', 'tiket', 'n', 'diskon', 'mede', 'dr', 'provider']","['mudah', 'cari', 'tiket', 'n', 'diskon', 'mede', 'dr', 'provider']",1
bagus dan murah,5,"['bagus', 'dan', 'murah']","['bagus', 'murah']","['bagus', 'murah']",1
mudah dan cepat,5,"['mudah', 'dan', 'cepat']","['mudah', 'cepat']","['mudah', 'cepat']",1
promo early bird berlaku dari jam berapa,5,"['promo', 'early', 'bird', 'berlaku', 'dari', 'jam', 'berapa']","['promo', 'early', 'bird', 'berlaku', 'jam']","['promo', 'early', 'bird', 'laku', 'jam']",1
sangat baguuuuus dan sangat luaaaaar biasaaaa ya paak wassalaam dari mmuhtaar yaah ,5,"['sangat', 'baguuuuus', 'dan', 'sangat', 'luaaaaar', 'biasaaaa', 'ya', 'paak', 'wassalaam', 'dari', 'mmuhtaar', 'yaah']","['baguuuuus', 'luaaaaar', 'biasaaaa', 'ya', 'paak', 'wassalaam', 'mmuhtaar', 'yaah']","['baguuuuus', 'luaaaaar', 'biasaaaa', 'ya', 'paak', 'wassalaam', 'mmuhtaar', 'yaah']",1
saya sudah boking online dan sudah bayar online di daerah gegerkalong bandung nama penginapanya spot on an syariah tpi pas mau cekin malah katanya ga ada yg atas nama saya alhasil hrs dicancel tpi setelah dicancel uangnya ga dikembalikan ,1,"['saya', 'sudah', 'boking', 'online', 'dan', 'sudah', 'bayar', 'online', 'di', 'daerah', 'gegerkalong', 'bandung', 'nama', 'penginapanya', 'spot', 'on', 'an', 'syariah', 'tpi', 'pas', 'mau', 'cekin', 'malah', 'katanya', 'ga', 'ada', 'yg', 'atas', 'nama', 'saya', 'alhasil', 'hrs', 'dicancel', 'tpi', 'setelah', 'dicancel', 'uangnya', 'ga', 'dikembalikan']","['boking', 'online', 'bayar', 'online', 'daerah', 'gegerkalong', 'bandung', 'nama', 'penginapanya', 'spot', 'on', 'an', 'syariah', 'tpi', 'pas', 'cekin', 'ga', 'yg', 'nama', 'alhasil', 'hrs', 'dicancel', 'tpi', 'dicancel', 'uangnya', 'ga', 'dikembalikan']","['boking', 'online', 'bayar', 'online', 'daerah', 'gegerkalong', 'bandung', 'nama', 'penginapanya', 'spot', 'on', 'an', 'syariah', 'tpi', 'pas', 'cekin', 'ga', 'yg', 'nama', 'alhasil', 'hrs', 'dicancel', 'tpi', 'dicancel', 'uang', 'ga', 'kembali']",0
pada saat pencarian hotel harganya murah pas di pilih salah satu harga jadi berubah lebih tinggi tolong ditampilinnya harga yang sebenarnya saja,2,"['pada', 'saat', 'pencarian', 'hotel', 'harganya', 'murah', 'pas', 'di', 'pilih', 'salah', 'satu', 'harga', 'jadi', 'berubah', 'lebih', 'tinggi', 'tolong', 'ditampilinnya', 'harga', 'yang', 'sebenarnya', 'saja']","['pencarian', 'hotel', 'harganya', 'murah', 'pas', 'pilih', 'salah', 'harga', 'berubah', 'tolong', 'ditampilinnya', 'harga']","['cari', 'hotel', 'harga', 'murah', 'pas', 'pilih', 'salah', 'harga', 'ubah', 'tolong', 'ditampilinnya', 'harga']",0
hari gini sistem pembayaran hanya bisa dgn kartu kredit sayang aplikasinya yg sebenarnya mumpuni jadi anjlok gara hal tersebut ga semua org punya cc coba pengembang aplikasi tambah lagi cara pembayaran yg lain biar ga makin byk  bintang bertaburan,1,"['hari', 'gini', 'sistem', 'pembayaran', 'hanya', 'bisa', 'dgn', 'kartu', 'kredit', 'sayang', 'aplikasinya', 'yg', 'sebenarnya', 'mumpuni', 'jadi', 'anjlok', 'gara', 'hal', 'tersebut', 'ga', 'semua', 'org', 'punya', 'cc', 'coba', 'pengembang', 'aplikasi', 'tambah', 'lagi', 'cara', 'pembayaran', 'yg', 'lain', 'biar', 'ga', 'makin', 'byk', 'bintang', 'bertaburan']","['gini', 'sistem', 'pembayaran', 'dgn', 'kartu', 'kredit', 'sayang', 'aplikasinya', 'yg', 'mumpuni', 'anjlok', 'gara', 'ga', 'org', 'cc', 'coba', 'pengembang', 'aplikasi', 'pembayaran', 'yg', 'biar', 'ga', 'byk', 'bintang', 'bertaburan']","['gin', 'sistem', 'bayar', 'dgn', 'kartu', 'kredit', 'sayang', 'aplikasi', 'yg', 'mumpuni', 'anjlok', 'gara', 'ga', 'org', 'cc', 'coba', 'kembang', 'aplikasi', 'bayar', 'yg', 'biar', 'ga', 'byk', 'bintang', 'tabur']",0
tolong perbaiki lagi dong masa iya layanan pelanggannya bot semua sudah pembatalan order dari  hari di info nya refund berhasil tapi dana gak masuk update info sampe tiket refund basi tanggal nov kemarin ga ada respon di emailpun baru dibalas nov tulisannya berhasil tapi dana gak masuk rekening sistem yang disalahkan parah,1,"['tolong', 'perbaiki', 'lagi', 'dong', 'masa', 'iya', 'layanan', 'pelanggannya', 'bot', 'semua', 'sudah', 'pembatalan', 'order', 'dari', 'hari', 'di', 'info', 'nya', 'refund', 'berhasil', 'tapi', 'dana', 'gak', 'masuk', 'update', 'info', 'sampe', 'tiket', 'refund', 'basi', 'tanggal', 'nov', 'kemarin', 'ga', 'ada', 'respon', 'di', 'emailpun', 'baru', 'dibalas', 'nov', 'tulisannya', 'berhasil', 'tapi', 'dana', 'gak', 'masuk', 'rekening', 'sistem', 'yang', 'disalahkan', 'parah']","['tolong', 'perbaiki', 'iya', 'layanan', 'pelanggannya', 'bot', 'pembatalan', 'order', 'info', 'nya', 'refund', 'berhasil', 'dana', 'gak', 'masuk', 'update', 'info', 'sampe', 'tiket', 'refund', 'basi', 'tanggal', 'nov', 'kemarin', 'ga', 'respon', 'emailpun', 'dibalas', 'nov', 'tulisannya', 'berhasil', 'dana', 'gak', 'masuk', 'rekening', 'sistem', 'disalahkan', 'parah']","['tolong', 'baik', 'iya', 'layan', 'langgan', 'bot', 'batal', 'order', 'info', 'nya', 'refund', 'hasil', 'dana', 'gak', 'masuk', 'update', 'info', 'sampe', 'tiket', 'refund', 'basi', 'tanggal', 'nov', 'kemarin', 'ga', 'respon', 'email', 'balas', 'nov', 'tulis', 'hasil', 'dana', 'gak', 'masuk', 'rekening', 'sistem', 'salah', 'parah']",0
ribet sistemnya gak lagi deh pake neh aplikasi     kesan pertama sudah tak bagus saya coba hub cs tidak dapat membantu hari ini jun saya ingin memesan hotel di the green peak artotel mega mendung krn ada kesalahan pembayaran pertama n melakukan pembayaran kedua jd tiba di refund krn ribet akhirnya memesan dari aplikasi lain yg simple n tidak ribet,1,"['ribet', 'sistemnya', 'gak', 'lagi', 'deh', 'pake', 'neh', 'aplikasi', 'kesan', 'pertama', 'sudah', 'tak', 'bagus', 'saya', 'coba', 'hub', 'cs', 'tidak', 'dapat', 'membantu', 'hari', 'ini', 'jun', 'saya', 'ingin', 'memesan', 'hotel', 'di', 'the', 'green', 'peak', 'artotel', 'mega', 'mendung', 'krn', 'ada', 'kesalahan', 'pembayaran', 'pertama', 'n', 'melakukan', 'pembayaran', 'kedua', 'jd', 'tiba', 'di', 'refund', 'krn', 'ribet', 'akhirnya', 'memesan', 'dari', 'aplikasi', 'lain', 'yg', 'simple', 'n', 'tidak', 'ribet']","['ribet', 'sistemnya', 'gak', 'deh', 'pake', 'neh', 'aplikasi', 'kesan', 'bagus', 'coba', 'hub', 'cs', 'membantu', 'jun', 'memesan', 'hotel', 'the', 'green', 'peak', 'artotel', 'mega', 'mendung', 'krn', 'kesalahan', 'pembayaran', 'n', 'pembayaran', 'jd', 'refund', 'krn', 'ribet', 'memesan', 'aplikasi', 'yg', 'simple', 'n', 'ribet']","['ribet', 'sistem', 'gak', 'deh', 'pake', 'neh', 'aplikasi', 'kesan', 'bagus', 'coba', 'hub', 'cs', 'bantu', 'jun', 'mes', 'hotel', 'the', 'green', 'peak', 'artotel', 'mega', 'mendung', 'krn', 'salah', 'bayar', 'n', 'bayar', 'jd', 'refund', 'krn', 'ribet', 'mes', 'aplikasi', 'yg', 'simple', 'n', 'ribet']",0
menurut saya harus sangat diperbaiki perihal manajemen di bagian refund saya sangat kecewa hampir setahun tidak diberi kepastian pengembalian uang tiket pesawat lalu diberikan voucher yang sudah lewat expired date nya sangat keterlaluan,1,"['menurut', 'saya', 'harus', 'sangat', 'diperbaiki', 'perihal', 'manajemen', 'di', 'bagian', 'refund', 'saya', 'sangat', 'kecewa', 'hampir', 'setahun', 'tidak', 'diberi', 'kepastian', 'pengembalian', 'uang', 'tiket', 'pesawat', 'lalu', 'diberikan', 'voucher', 'yang', 'sudah', 'lewat', 'expired', 'date', 'nya', 'sangat', 'keterlaluan']","['diperbaiki', 'perihal', 'manajemen', 'refund', 'kecewa', 'setahun', 'kepastian', 'pengembalian', 'uang', 'tiket', 'pesawat', 'voucher', 'expired', 'date', 'nya']","['baik', 'perihal', 'manajemen', 'refund', 'kecewa', 'tahun', 'pasti', 'kembali', 'uang', 'tiket', 'pesawat', 'voucher', 'expired', 'date', 'nya']",0
aplikasi yg mempersulit saya pesan kamar dan sudah transfer sejenak kemudian pesanan kamar dibatalkan sepihak lalu sy disuruh mengajukan refund perusahaan macam apa ini agoda parah banget manajemennya utk refundpun sangatvsulit rumit dan lama itupun tidak ada jaminan pasti uang kembali,1,"['aplikasi', 'yg', 'mempersulit', 'saya', 'pesan', 'kamar', 'dan', 'sudah', 'transfer', 'sejenak', 'kemudian', 'pesanan', 'kamar', 'dibatalkan', 'sepihak', 'lalu', 'sy', 'disuruh', 'mengajukan', 'refund', 'perusahaan', 'macam', 'apa', 'ini', 'agoda', 'parah', 'banget', 'manajemennya', 'utk', 'refundpun', 'sangatvsulit', 'rumit', 'dan', 'lama', 'itupun', 'tidak', 'ada', 'jaminan', 'pasti', 'uang', 'kembali']","['aplikasi', 'yg', 'mempersulit', 'pesan', 'kamar', 'transfer', 'pesanan', 'kamar', 'dibatalkan', 'sy', 'disuruh', 'mengajukan', 'refund', 'perusahaan', 'agoda', 'parah', 'banget', 'manajemennya', 'utk', 'refundpun', 'sangatvsulit', 'rumit', 'itupun', 'jaminan', 'uang']","['aplikasi', 'yg', 'sulit', 'pesan', 'kamar', 'transfer', 'pesan', 'kamar', 'batal', 'sy', 'suruh', 'aju', 'refund', 'usaha', 'agoda', 'parah', 'banget', 'manajemen', 'utk', 'refundpun', 'sangatvsulit', 'rumit', 'itu', 'jamin', 'uang']",0
pembayaran menggunakan kartu kredit di aplikasi ini kurang secure sebab tidak dimintakan otp ke bank penerbit kartu sehingga menyebabkan kartu kredit sy terindikasi fraud oleh pihak tdk bertanggung jawab mohon aplikasi dpt di upgrade utk secure nya terutama payment menggunakan creditcard,3,"['pembayaran', 'menggunakan', 'kartu', 'kredit', 'di', 'aplikasi', 'ini', 'kurang', 'secure', 'sebab', 'tidak', 'dimintakan', 'otp', 'ke', 'bank', 'penerbit', 'kartu', 'sehingga', 'menyebabkan', 'kartu', 'kredit', 'sy', 'terindikasi', 'fraud', 'oleh', 'pihak', 'tdk', 'bertanggung', 'jawab', 'mohon', 'aplikasi', 'dpt', 'di', 'upgrade', 'utk', 'secure', 'nya', 'terutama', 'payment', 'menggunakan', 'creditcard']","['pembayaran', 'kartu', 'kredit', 'aplikasi', 'secure', 'dimintakan', 'otp', 'bank', 'penerbit', 'kartu', 'menyebabkan', 'kartu', 'kredit', 'sy', 'terindikasi', 'fraud', 'tdk', 'bertanggung', 'mohon', 'aplikasi', 'dpt', 'upgrade', 'utk', 'secure', 'nya', 'payment', 'creditcard']","['bayar', 'kartu', 'kredit', 'aplikasi', 'secure', 'minta', 'otp', 'bank', 'terbit', 'kartu', 'sebab', 'kartu', 'kredit', 'sy', 'indikasi', 'fraud', 'tdk', 'tanggung', 'mohon', 'aplikasi', 'dpt', 'upgrade', 'utk', 'secure', 'nya', 'payment', 'creditcard']",0
saya mengajukan pembatalan smpai sekarang blm dikonfirmasi soalnya saya dtg ke hotel tidak diterima krn pihak hotel tidak bekerjasama lg sm pihak aplikasi uang saya blm dikembalikanseharusnya kl sudah tidak bekerja sama lg sm pihak hotel jgn di masukkan aplikasi dongmohon penjelasannya dari pihak aplikasi,1,"['saya', 'mengajukan', 'pembatalan', 'smpai', 'sekarang', 'blm', 'dikonfirmasi', 'soalnya', 'saya', 'dtg', 'ke', 'hotel', 'tidak', 'diterima', 'krn', 'pihak', 'hotel', 'tidak', 'bekerjasama', 'lg', 'sm', 'pihak', 'aplikasi', 'uang', 'saya', 'blm', 'dikembalikanseharusnya', 'kl', 'sudah', 'tidak', 'bekerja', 'sama', 'lg', 'sm', 'pihak', 'hotel', 'jgn', 'di', 'masukkan', 'aplikasi', 'dongmohon', 'penjelasannya', 'dari', 'pihak', 'aplikasi']","['mengajukan', 'pembatalan', 'smpai', 'blm', 'dikonfirmasi', 'dtg', 'hotel', 'diterima', 'krn', 'hotel', 'bekerjasama', 'lg', 'sm', 'aplikasi', 'uang', 'blm', 'dikembalikanseharusnya', 'kl', 'lg', 'sm', 'hotel', 'jgn', 'masukkan', 'aplikasi', 'dongmohon', 'penjelasannya', 'aplikasi']","['aju', 'batal', 'smpai', 'blm', 'konfirmasi', 'dtg', 'hotel', 'terima', 'krn', 'hotel', 'bekerjasama', 'lg', 'sm', 'aplikasi', 'uang', 'blm', 'dikembalikanseharusnya', 'kl', 'lg', 'sm', 'hotel', 'jgn', 'masuk', 'aplikasi', 'dongmohon', 'jelas', 'aplikasi']",0
aplikasi scamsaya malam nya pesan tiket pesawatudh di bayar juga eh malam nya pas di cek sudah di batal kanpada ga di pencet di batal kan pemesanan terus sama saldo nya kesedotkasih solusi dong,1,"['aplikasi', 'scamsaya', 'malam', 'nya', 'pesan', 'tiket', 'pesawatudh', 'di', 'bayar', 'juga', 'eh', 'malam', 'nya', 'pas', 'di', 'cek', 'sudah', 'di', 'batal', 'kanpada', 'ga', 'di', 'pencet', 'di', 'batal', 'kan', 'pemesanan', 'terus', 'sama', 'saldo', 'nya', 'kesedotkasih', 'solusi', 'dong']","['aplikasi', 'scamsaya', 'malam', 'nya', 'pesan', 'tiket', 'pesawatudh', 'bayar', 'eh', 'malam', 'nya', 'pas', 'cek', 'batal', 'kanpada', 'ga', 'pencet', 'batal', 'pemesanan', 'saldo', 'nya', 'kesedotkasih', 'solusi']","['aplikasi', 'scamsaya', 'malam', 'nya', 'pesan', 'tiket', 'pesawatudh', 'bayar', 'eh', 'malam', 'nya', 'pas', 'cek', 'batal', 'kanpada', 'ga', 'pencet', 'batal', 'mesan', 'saldo', 'nya', 'kesedotkasih', 'solusi']",0
duh masa udah mau bayar di atm gagal terus percobaan sampai x giliran udah kebayar dan saldo udah dipotong malah ga ada no referensi pemesanan hotel pas ditelp cs nya yg laki langsung bilang saldo akan direfund baru kali ini loh saya pakai aplikasi yg langsung membuat saya trauma dan tidak akan mau mencoba booking lewat aplikasi ini hati guys saran saya ke aplikasi yg lain aja yg jelas disini ga bisa ngosongin bintang kah kalau ada pilihan ngosongin bintang better saya kosongin,1,"['duh', 'masa', 'udah', 'mau', 'bayar', 'di', 'atm', 'gagal', 'terus', 'percobaan', 'sampai', 'x', 'giliran', 'udah', 'kebayar', 'dan', 'saldo', 'udah', 'dipotong', 'malah', 'ga', 'ada', 'no', 'referensi', 'pemesanan', 'hotel', 'pas', 'ditelp', 'cs', 'nya', 'yg', 'laki', 'langsung', 'bilang', 'saldo', 'akan', 'direfund', 'baru', 'kali', 'ini', 'loh', 'saya', 'pakai', 'aplikasi', 'yg', 'langsung', 'membuat', 'saya', 'trauma', 'dan', 'tidak', 'akan', 'mau', 'mencoba', 'booking', 'lewat', 'aplikasi', 'ini', 'hati', 'guys', 'saran', 'saya', 'ke', 'aplikasi', 'yg', 'lain', 'aja', 'yg', 'jelas', 'disini', 'ga', 'bisa', 'ngosongin', 'bintang', 'kah', 'kalau', 'ada', 'pilihan', 'ngosongin', 'bintang', 'better', 'saya', 'kosongin']","['duh', 'udah', 'bayar', 'atm', 'gagal', 'percobaan', 'x', 'giliran', 'udah', 'kebayar', 'saldo', 'udah', 'dipotong', 'ga', 'no', 'referensi', 'pemesanan', 'hotel', 'pas', 'ditelp', 'cs', 'nya', 'yg', 'laki', 'langsung', 'bilang', 'saldo', 'direfund', 'kali', 'loh', 'pakai', 'aplikasi', 'yg', 'langsung', 'trauma', 'mencoba', 'booking', 'aplikasi', 'hati', 'guys', 'saran', 'aplikasi', 'yg', 'aja', 'yg', 'ga', 'ngosongin', 'bintang', 'kah', 'pilihan', 'ngosongin', 'bintang', 'better', 'kosongin']","['duh', 'udah', 'bayar', 'atm', 'gagal', 'coba', 'x', 'gilir', 'udah', 'bayar', 'saldo', 'udah', 'potong', 'ga', 'no', 'referensi', 'mesan', 'hotel', 'pas', 'ditelp', 'cs', 'nya', 'yg', 'laki', 'langsung', 'bilang', 'saldo', 'direfund', 'kali', 'loh', 'pakai', 'aplikasi', 'yg', 'langsung', 'trauma', 'coba', 'booking', 'aplikasi', 'hati', 'guys', 'saran', 'aplikasi', 'yg', 'aja', 'yg', 'ga', 'ngosongin', 'bintang', 'kah', 'pilih', 'ngosongin', 'bintang', 'better', 'kosongin']",0
sorry bintang  dulu pelayanan buruk mau cs trip coin yg expired malah gak bisa awal cs sama mis linda ngomongya bisa eh cs paginya ketemu pak bima malah gk bisa hadehhh jgn di downpoad lah mendingan aplikasi sebelah,1,"['sorry', 'bintang', 'dulu', 'pelayanan', 'buruk', 'mau', 'cs', 'trip', 'coin', 'yg', 'expired', 'malah', 'gak', 'bisa', 'awal', 'cs', 'sama', 'mis', 'linda', 'ngomongya', 'bisa', 'eh', 'cs', 'paginya', 'ketemu', 'pak', 'bima', 'malah', 'gk', 'bisa', 'hadehhh', 'jgn', 'di', 'downpoad', 'lah', 'mendingan', 'aplikasi', 'sebelah']","['sorry', 'bintang', 'pelayanan', 'buruk', 'cs', 'trip', 'coin', 'yg', 'expired', 'gak', 'cs', 'mis', 'linda', 'ngomongya', 'eh', 'cs', 'paginya', 'ketemu', 'bima', 'gk', 'hadehhh', 'jgn', 'downpoad', 'mendingan', 'aplikasi', 'sebelah']","['sorry', 'bintang', 'layan', 'buruk', 'cs', 'trip', 'coin', 'yg', 'expired', 'gak', 'cs', 'mis', 'linda', 'ngomongya', 'eh', 'cs', 'pagi', 'ketemu', 'bima', 'gk', 'hadehhh', 'jgn', 'downpoad', 'mending', 'aplikasi', 'belah']",0
pertama lihat harga menggiurkan banget dibanding app lainsetelah mau bayar kok lebih mahal jauh dari app lainternyata harga yang ditampilkan belum termasuk pajak kayak app lainuntung sambil buka app lain buat perbandingan hargahati yang mau pesan lewat app ini cek ulang harga saat mau bayar dan bandingkan dengan app lain,1,"['pertama', 'lihat', 'harga', 'menggiurkan', 'banget', 'dibanding', 'app', 'lainsetelah', 'mau', 'bayar', 'kok', 'lebih', 'mahal', 'jauh', 'dari', 'app', 'lainternyata', 'harga', 'yang', 'ditampilkan', 'belum', 'termasuk', 'pajak', 'kayak', 'app', 'lainuntung', 'sambil', 'buka', 'app', 'lain', 'buat', 'perbandingan', 'hargahati', 'yang', 'mau', 'pesan', 'lewat', 'app', 'ini', 'cek', 'ulang', 'harga', 'saat', 'mau', 'bayar', 'dan', 'bandingkan', 'dengan', 'app', 'lain']","['lihat', 'harga', 'menggiurkan', 'banget', 'dibanding', 'app', 'lainsetelah', 'bayar', 'mahal', 'app', 'lainternyata', 'harga', 'ditampilkan', 'pajak', 'kayak', 'app', 'lainuntung', 'buka', 'app', 'perbandingan', 'hargahati', 'pesan', 'app', 'cek', 'ulang', 'harga', 'bayar', 'bandingkan', 'app']","['lihat', 'harga', 'giur', 'banget', 'banding', 'app', 'lainsetelah', 'bayar', 'mahal', 'app', 'lainternyata', 'harga', 'tampil', 'pajak', 'kayak', 'app', 'lainuntung', 'buka', 'app', 'banding', 'hargahati', 'pesan', 'app', 'cek', 'ulang', 'harga', 'bayar', 'banding', 'app']",0
awas perhatian aplikasi memberikan reward koin ketika koin anda yg di tuju hampir penuh maka akan ada notifikasi akun bermasalah terutama untuk anda pengguna baru yang mereferensikan temannya untuk dapat mendapatkan koin yang bisa digunakan sama artinya hanya permainan aplikasi yang jelas tidak terbukti membayar dan ketika sudah d share pihak pengajak ujungnya tidak mendapat apapun jangan download,2,"['awas', 'perhatian', 'aplikasi', 'memberikan', 'reward', 'koin', 'ketika', 'koin', 'anda', 'yg', 'di', 'tuju', 'hampir', 'penuh', 'maka', 'akan', 'ada', 'notifikasi', 'akun', 'bermasalah', 'terutama', 'untuk', 'anda', 'pengguna', 'baru', 'yang', 'mereferensikan', 'temannya', 'untuk', 'dapat', 'mendapatkan', 'koin', 'yang', 'bisa', 'digunakan', 'sama', 'artinya', 'hanya', 'permainan', 'aplikasi', 'yang', 'jelas', 'tidak', 'terbukti', 'membayar', 'dan', 'ketika', 'sudah', 'd', 'share', 'pihak', 'pengajak', 'ujungnya', 'tidak', 'mendapat', 'apapun', 'jangan', 'download']","['awas', 'perhatian', 'aplikasi', 'reward', 'koin', 'koin', 'yg', 'tuju', 'penuh', 'notifikasi', 'akun', 'bermasalah', 'pengguna', 'mereferensikan', 'temannya', 'koin', 'permainan', 'aplikasi', 'terbukti', 'membayar', 'd', 'share', 'pengajak', 'ujungnya', 'apapun', 'download']","['awas', 'perhati', 'aplikasi', 'reward', 'koin', 'koin', 'yg', 'tuju', 'penuh', 'notifikasi', 'akun', 'masalah', 'guna', 'referensi', 'teman', 'koin', 'main', 'aplikasi', 'bukti', 'bayar', 'd', 'share', 'ajak', 'ujung', 'apa', 'download']",0
